words,commit_message
65,c9a31f780 Merge pull request #10115 from briancain/flatten-ps-cmds-triggers
70,f9892e0b2 Merge pull request #10124 from briancain/fixup-subprocess-tests-darwin
16,e784112be Update CHANGELOG
55,c2cff0dc0 Merge pull request #10100 from briancain/DOCKER-TOOLBOX
16,efcdec572 Update CHANGELOG
60,c61f58049 Merge pull request #10126 from briancain/docker-machine-name
61,c562db4c6 (#10125) Add note about /etc/hosts for guest hostname setting
47,e5364e779 Only write box metadata if guest has box object
39,fec681c1a Fix up subprocess test to not be darwin
44,c65a0a905 (#9677) Add `--force` flag to reload command
26,bd27c15c5 Fix typo in cli login docs
44,8bce4f382 Update tests to include passed in arg values
63,bcd0deba8 (#10091) Update `module_path` type for puppet apply provisioner
59,29aba535c (#10104) Ensure trigger run args are an array prior to join
52,e07315372 (#10099) Properly join commands from passed in array
46,5e642a513 Add IPv6 network template for OpenBSD machines
47,5d2d784ae (#9085) - Add test for converting windows paths
16,64acd68c6 Update CHANGELOG
59,2c4c14c57 Merge pull request #10084 from chrisroberts/f-host-nfs-sudo
16,cc2d3c159 Update CHANGELOG
56,8ec796396 Merge pull request #10083 from chrisroberts/f-box-ver-up
16,08fc57760 Update CHANGELOG
54,9ec2eae5c Merge pull request #9976 from Biteable/fix-cmd-command
54,e76d0e78d Add usable_port_range to port forwarding docs (#10090)
190,a73fb9c13 - Filter out empty strings when constructing the list of network interfaces - Sort interfaces properly whose name does not contain a numeric suffix (e.g. lo) - Filter out loopback interfaces
44,d44b97482 Remove migration page from vagrantcloud docs
76,ceb7a0b5a When doing box lookup, use explicit provider, machine provider, then default
59,00b783a6a Lookup latest available installed box if required on update
56,03d8965ef Add param documentation and fix key used for box version
53,051c7a782 Fix sudo usage in exports write within linux host cap
16,88d2e2563 Update CHANGELOG
72,7ab3ba8cd Merge pull request #10081 from briancain/add-extra-guest-check-solaris11
34,6c1a9dc58 Store box metadata of active guest
49,b3da2bd21 (#9614) Add back check for Solaris derived guests
16,9daea21c4 Update CHANGELOG
59,66566b8c3 Merge pull request #10078 from chrisroberts/e-appimage-libs
16,6a0bb8b8b Update CHANGELOG
58,de284a905 Merge pull request #10079 from chrisroberts/f-win-virt-ext
16,80d242c4b Update CHANGELOG
61,09c8e2800 Merge pull request #10077 from chrisroberts/e-ipv6-link-local
16,8be550b33 Update CHANGELOG
56,e3e68c9b5 Merge pull request #10076 from chrisroberts/e-winrm-warn
16,0f421dbc8 Update CHANGELOG
60,fa9bda955 Merge pull request #10066 from chrisroberts/e-net-ssh-update
78,9c149ba8b Only enable ExposeVirtualizationExtensions if available within Hyper-V version
61,6009492e7 Detect AppImage and update executable environment if required
53,87ee57d94 Add test coverage on link-local skip for ipv6 in vbox
48,f53238d25 Skip link-local addresses when fixing IPv6 route
39,dcfb84893 Only reset the _init on testing cleanup
39,cd7215ab1 Add warning when vagrant-winrm is found
41,ba908052e Also handle false value for compatibility
52,e3e3a332b Include update in ssh util for verify_host_key value
66,80edb3912 Merge pull request #10069 from mmwtsn/docs-synced-folder-ownership
47,61f551163 Merge pull request #10073 from dareenzo/patch-1
46,66bd13732 Merge pull request #10067 from pleycpl/patch-1
48,6d79afd8f Fix typo: operation systems -> operating systems
22,63e712dea Colorize ruby commands
58,cd3271ba2 Merge pull request #10065 from briancain/VIRT-INSTALL-NOTE
39,0e0f660f6 Fix stray test checking verify_host_key
25,57e0bb510 Update net-ssh constraint
40,f7b0fbeb8 Add message about hyper-v and virtualbox
56,b54d14465 Merge pull request #10047 from hashicorp/kikitux-patch-1
16,e31c73d28 Update CHANGELOG
54,cd7c4e342 Merge pull request #10064 from briancain/DOCKER-VOLUME
65,a3ef471cb (#9811) Add test for volume consistency and improve documentation
52,428eb3ed9 Support Docker volume consistency for synced folders
16,5ca95c9e5 Update CHANGELOG
72,9f8663551 Merge pull request #10063 from briancain/ensure-securerandom-is-required
41,72f3a7be1 Ensure the SecureRandom library is loaded
16,523d8196d Update CHANGELOG
61,c0b871794 Merge pull request #9926 from Telekom-PD/centos_75_nmcli_hang
16,6c40b905c Update CHANGELOG
62,8ff29d5c0 Merge pull request #10043 from chrisroberts/f-smb-localization
16,6059204ec Update CHANGELOG
46,f9e994a15 Match package install string and fix test name
50,584b288b8 Merge pull request #9935 from whitel/fix-for-#9878
16,11745207d Update CHANGELOG
49,7cae959a5 Merge pull request #9987 from oaken-source/master
16,b8bb139fc Update CHANGELOG
67,a993cbce4 Merge pull request #10037 from chrisroberts/e-vagrant-plugins-local
16,58bff66cb Update CHANGELOG
61,ab4dbe85d Merge pull request #10041 from chrisroberts/f-downloader-mtch
41,6713717b9 Clarify the owner/group of synced folders
15,d174fc960 feedback update
68,0ee1d8235 Merge pull request #10048 from briancain/fix-powershell-timeout-docs
53,f2187e08b Add more information about powershell timeout env var
18,c31953a6d Update ssh.html.md
16,c7ea127ab Update CHANGELOG
64,4d4e707b7 Merge pull request #9889 from treytabner/debian-systemd-networkd
55,2096bce36 Remove localization dependency from SMB list generation
72,a55cf1692 Remove atlas reference from docs and update link to Packer documentation
59,ae14f9512 Properly downcase answer for check. Default response to no.
34,0558a2f49 Include missing assignment in docs
42,c660643ab Prevent matching on other Location headers
16,1b9465ea2 Update CHANGELOG
56,a490a8c58 Merge pull request #9966 from conspicuousClockwork/#9965
16,fc2ff39a8 Update CHANGELOG
60,27a441f0b Merge pull request #10001 from chrisroberts/e-wsl-valid-sync
16,30846c819 Update CHANGELOG
69,110600970 Merge pull request #10000 from chrisroberts/f-hyperv-access-localized
16,84d2caeec Update CHANGELOG
58,10faa599e Merge pull request #9999 from chrisroberts/f-hyper-v-snaps
16,2f135b99c Update CHANGELOG
62,2ba5c74e1 Merge pull request #9998 from chrisroberts/f-plat-wsl-pathname
50,e9623ca52 Add documentation for plugins entry in Vagrantfile
55,7c9fb9a5d Use availablity of local plugins file instead of option
27,8e0e2fc53 Add output for local repair
44,ab3912557 Set options directly instead of lazy merging
63,0a3d40bd3 Include documentation on local plugin load environment variable
40,7a20c772e Add new flags for the plugin subcommands
46,8445b496d Use consistent terms for describing local flag
44,7a623d282 Include local flag for plugin update command
69,3fd55dac2 Add local plugin repair support. Update global repair implementation.
41,ef0269c53 Add action method for local plugin repair
62,14edb8f42 Add local only and global only flags to plugin expunge command
50,564dff651 Add coverage on vagrantfile_name stubbing behavior
60,1cd8a4b9b Allow vagrantfile_name stub disable via environment variable
65,3e22764ac Add test coverage on globalize and localize within plugin manager
67,c5a679019 Only run bundler initialization if plugin initialization is enabled
50,9d191a241 Add local option stub to allow Vagrantfile loading
48,c605b7d87 Update option name for local plugin installation
45,8baf7ced3 Use path of state file, not state file itself
44,737ef0ede Allow Vagrantfile to load when using --local
32,78bf131dc Do not use singleton for testing
37,322373773 Use env_local consistently internally
29,a410b0af5 Start adding bundler coverage
43,b71054502 Update local usage to env_local for clarity
44,84c0aafe7 Support non-interactive local plugin install
36,40f4e6f67 Vagrant Environment isolated plugins
16,1f279445a Update CHANGELOG
56,81f999429 Merge pull request #10030 from chrisroberts/f-plugin-cmd
16,8c7e420b2 Update CHANGELOG
46,01a7b625e Merge pull request #10017 from troeggla/master
50,516e1d262 Add test coverage on the vagrant bin file behavior
72,9321f3cb6 Ensure the vagrantfile_name option is stubbed when using plugin commands
41,2ac0b0c3a Update utility version for downloads page
73,e56e85c94 Merge pull request #10020 from hashicorp/website-vagrant-cloud-api-search
49,b9b9eeac8 Void requires root access to check service status
16,386b646fc Update CHANGELOG
77,15a918561 Merge pull request #10005 from briancain/add-exit-code-checks-for-run-scripts
51,8aa74a03a Differentiate checkpoints and automatic checkpoints
43,3e0477c20 website: Add downloads to box API responses
42,a2abbcdc9 website: Document Vagrant Cloud search API
26,6f81d1669 Remove final #to_s on path
40,5e258cbc7 Fixed nfs_start_command. NFS now starts.
51,2613d620f checking whether the field location_uri.host is nil
27,98f70d4d7 Add void linux host support
51,52c3dcc70 (#9997) Catch and allow for non-standard exit codes
20,1a67b5929 Update WSL docs page
65,2667de163 Enable rsync synced folders for non-DrvFs file systems within WSL
67,859d48d5f Restrict synced folder access to DrvFs file systems only within WSL
16,1f99da7a1 Update CHANGELOG
66,41d4c9aad Merge pull request #9952 from chrisroberts/f-ftp-push-toomanyfiles
46,cf29085d3 Fix root directory generation on failed access
65,15dacc80c Update ACL check to use identifier to prevent localization errors
50,a9bc0bb80 Do not provision and configure when state is saved
57,630bc6540 Enable standard checkpoint on VM for snapshot if disabled
33,0a1f10c82 Added corresponding documentation
43,6aa5c1a00 Always force string type conversion of path
85,31766f8ba contrib/bash/completion.sh: replaced -VAGRANTSLASH- with a literal slash in box names
37,4ec865b69 Make sure that the correct cmd is run
16,04f7215b5 Update CHANGELOG
82,0872609b5 Merge pull request #9968 from verheyenkoen/version-check-display-installed-version
14,614570fd8 Typo in en.yml
40,7939784d1 Display current version in version check
33,447e58dac Added option to add to User-Agent
78,45dcc4339 Merge pull request #9953 from hashicorp/website-vagrant-cloud-api-delete-token
22,8617e1cf2 Update version for dev
36,2cc33870d Update website vagrant version 2.1.2
49,969f6fda4 website: Vagrant Cloud API docs - deleting tokens
14,26497ec2b Release v2.1.2
68,ac8ad5982 Provide custom error when attempting to push too many files with FTP
19,85acf0cac Update box versions
16,3f9755b69 Update CHANGELOG
60,54986a90f Merge pull request #9944 from chrisroberts/e-hyperv-dirperms
42,101fc447e Add Hyper-V access check on data directory
16,d12c28000 Update CHANGELOG
55,0134a235e Merge pull request #9943 from chrisroberts/e-wsl-hyperv
67,ed2af17e4 Add delete vm action checks for data directory removal and creation
47,69ece0db4 Always return string value when converting path
66,ea4e60247 Check for module_path entry instead of custom environment variable
32,941dd77a9 Force string conversion on paths
42,835c50089 Add WSL check on usable? test for provider
41,c5c63d291 Only expand path if not in windows format
58,cdab45424 Clean up powershell tests and add test for full path check
278,f0b9d025e Fixes the change in packaging for nfs in f28 (#9878). However, removed part of the unit test which will be very difficult to fix (I expect). The unit test is still doing a good test that nfs and rpcbind work though. If you go far enough back, you need to bury the error out too.
57,fe8fe55d1 Delete and re-create data directory when destroying guest
37,a8abb6898 Fix PowerShell cmdlet name for clones
55,1e5c8bf27 Add check for WSL when determining if Hyper-V is usable
54,d84f29f12 Just provide module path as conversion is done earlier
56,07c5fd488 Fix SMB error message to be within the correct namespace
60,97eb459f5 Always expand to full path before converting to Windows path
52,43f63dfbc Merge pull request #9940 from marjune163/doc-improve
52,3f2346670 Replace file separators when decompressing box files
62,f2faabec2 use vagrant file version 2 configuration for nfs synced folder
62,55aaa1d25 Update path usages to support Hyper-V provider access from WSL
53,535772735 Attempt full path to powershell as last resort in WSL
16,5384c037b Update CHANGELOG
65,59709802d Merge pull request #9936 from chrisroberts/u-hyperv-import-errors
55,8fbf27772 Always ensure full path to configuration file on import
59,694104b00 Attempt to provide helper error message on failed VM import
16,2c24bcc43 Update CHANGELOG
62,3919455f0 Merge pull request #9932 from chrisroberts/e-hyperv-maxmem-chk
58,4d3f5d33c Merge pull request #9925 from chrisroberts/u-powershelling
50,9482f351f Validate maxmemory setting within Hyper-V provider
60,c7e35d655 Merge pull request #9929 from chrisroberts/f-hyperv-netadapt
50,c21826743 Merge branch 'master' into debian-systemd-networkd
47,52c1abbcf Merge pull request #9930 from mstovicek/patch-1
46,3ce7c0cf3 Add `suspend` into a list of available actions
42,1554f447f Disconnect all configured network adapters
60,fa34f4d2a Fix hang at nmcli call on CentOS 7.5 when ssh.pty is enabled
37,10ac204c2 Prevent SMB output from being wrapped
46,ef4d431d3 Remove console resizing on powershell commands
74,57842d726 Update powershell messaging functions to not include second `-` character.
16,e43a94b79 Update CHANGELOG
54,ee5656da3 Merge pull request #9923 from chrisroberts/f-win-perms
25,305a251c7 Update Ruby test versions
34,7e0cc99ff Include flag check on ssh cap test
16,d2723f200 Update CHANGELOG
56,4bf8fe146 Merge pull request #9917 from chrisroberts/f-smb-garbage
16,d8e64dd9b Update CHANGELOG
61,87ce38df9 Merge pull request #9916 from chrisroberts/f-chef-provisioner
48,e39b3555e Disable inherit on key file for parent ACL rules
41,ae8e25aab Include key path flag when calling script
48,16bcc1d87 Include scripts directory when building pathname
43,2628d9337 Rename method name when checking capability
25,87b832170 Remove win32 dependencies
46,bf7cd4fb0 Add test coverage for powershell module option
37,42cbae1e9 Add test coverage on ssh capabilities
46,98c6903e9 Fix path variable name. Return process result.
41,a5582eb1c Add ssh key permissions set caps to hosts
63,5ba91de4d Use host capability to update key file permissions if available
71,5325000fa Add helper option for setting custom module path on PowerShell executes
52,6b022bcbf Added note on other virtualizers before pre-install.
51,ef5eca16d Fix SMB information generation when using net share
47,7df6ea5a3 Fix Chef apply provisioner to not set node_name
52,4efec9264 Merge pull request #9913 from marjune163/doc-improve
49,8e5dc0dfe add missing section separator for config.ssh part
63,0a89909eb Merge pull request #9804 from chrisroberts/e-download-changelog
16,53b760923 Update CHANGELOG
56,52c174da7 Merge pull request #9833 from afischer-opentext-com/9174
16,924189b6c Update CHANGELOG
64,6f76275f9 Merge pull request #9867 from jnahorny/fix-9592-systemd-networkd
16,77d229eda Update CHANGELOG
42,9001dc6b9 Merge pull request #9855 from WIgor/master
72,6645b7b90 Merge pull request #9910 from TonyApuzzo/fix-set_vm_integration_services
42,5ac8bb862 Correct typo, $Enable instead of $enabled.
51,1ee236559 Merge pull request #9906 from briancain/fix-vc-docs
41,97806a693 Fix broken link in Vagrant Cloud API docs
16,7b8818d98 Update CHANGELOG
53,120fa07a8 Merge pull request #9872 from chrisroberts/e-hyperv-2
61,67874590b Merge pull request #9892 from hashicorp/changelog-update/9879
38,56051c1fb Update CHANGELOG about #9879 and #9796
44,d5b5e9ea8 ansible_local: Improve installation from PPA
23,5e68c896c Force types for testing
53,1be87662d Add missing test coverage for powershell util methods
76,5f4e66115 Add automatic console resize and environment support for powershell commands
47,919703649 The restart command was moved to after the loop
45,708dedc3c Merge pull request #9885 from ceefour/patch-1
47,59474f80f Increase priority and support multiple networks
8,0cd2ea654 Remove .
52,4e09a15ac Remove deprecated warning from non-deprecated option
52,1becae50a Include test coverage on provider option deprecation
51,12194cba5 Update Hyper-V provider configuration documentation
63,73c09de1a Add deprecation warning when `differencing_disk` option is used
52,c238dc0a3 Include machine name when raising invalid box errors
50,eba552ea7 Add more test coverage on Hyper-V Provider actions
42,d24b43227 Add Hyper-V provider actions test coverage
71,35d892032 Case insensitive switch check and only write sentinel file if not found
54,2f31abfc6 Merge pull request #9869 from hashicorp/review/pr-9864
39,f9f0a9ac0 Ansible Docs: Review and Adapt PR #9864
44,6c731fb86 Add test coverage on hyper-v provider driver
69,2bd6f537e Clean up syntax and force string type when setting integration option
55,beacb5bad Add test coverage for all hyper-v configuration options
52,b1f0f1566 Add new entries for hyper-v config validation errors
38,d2bc63462 Add vm_integration_services validation
32,52bae2193 Remove unused PowerShell scripts
60,995c43dd0 Fix issue 9592 when systemd-networkd is used by Debian guest
29,e6457d506 Overhaul the Hyper-V provider
29,57f12d115 Update ansible_common.html.md
40,4b896d994 ansible_local provisioner tuning example
10,66b286637 Shorten if
37,07bbaf9ac Fix fo tests (symbol and string dhcp)
16,dbba41a7e Update CHANGELOG
70,e9f9853b6 Merge pull request #9856 from Aga303/global_status_informs_about_prune
35,fa272816f global status informs about --prune
29,be096c3ef Fix for ubuntu 17.10+ netplan
47,dfb2a9e82 Merge pull request #9841 from hashicorp/welcome
50,2b684b6f9 CONTRIBUTING: Add missing URL in mailing list link
45,e7da25b9f website/README: Add a link to CONTRIBUTING.md
42,4471bc48f Update CONTRIBUTING.md (and related stuff)
16,f110d15c9 Update CHANGELOG
58,c6cd8f1e9 Merge pull request #9829 from briancain/add-suspend-global
16,aebf20b35 Update CHANGELOG
68,5981ea2c2 Merge pull request #9824 from briancain/fix-netplan-network-renderer
60,5ca382727 Raise error if argument is provided with `--all-global` flag
50,aa5687cd1 (#7221) Introduce flag for suspending all machines
25,ba75a0302 Create CODE_OF_CONDUCT.md
41,0b87184ad #9174 Remove masterless? config attribute
65,728a9135c (#9726) Update netplan config generation to detect NetworkManager
45,02c207b42 Merge pull request #9817 from jkohrman/master
44,7d1b9eed1 Add link to privacy policy in website footer
16,4fe840d38 Update CHANGELOG
16,ad1099704 Update CHANGELOG
65,e6905501d Merge pull request #9692 from cyungmann/propagate-unset-guestpath
67,0b963a521 Merge pull request #9808 from chrisroberts/f-vagrant-plugin-loading
25,7fb9d3eb4 propagate unset guestpath
60,91018d4ed Remove existing items from request set prior to installation
50,d58096da3 Update plugin loading to prevent error suppression
62,1bba1f86b Disable plugins on plugin commands but allow init when listing
59,f9f762dc0 Add link to CHANGELOG for current release on downloads page
22,addc7576c Update version for dev
36,27fd56de7 Update website vagrant version 2.1.1
13,b95e42ad6 Release 2.1.1
16,3f91b3960 Update CHANGELOG
57,3bcdd2901 Merge pull request #9800 from chrisroberts/e-vbox-builtin
16,9114a1ac8 Update CHANGELOG
53,0a523bc12 Merge pull request #9785 from chrisroberts/f-smb-list
61,c57124900 Support VirtualBox shared folders using builtin kernel module
16,1e857eb36 Update CHANGELOG
59,e75260d47 Merge pull request #9799 from briancain/guard-trigger-calls
68,a177bcf4b Ensure internal trigger fire does not get called if plugin installed
41,83d102e70 Merge pull request #9793 from rgl/patch-2
41,bf095a852 Merge pull request #9792 from rgl/patch-1
16,e9f9bc75a Update CHANGELOG
58,faf7f00a4 Merge pull request #9781 from chrisroberts/f-hyperv-switch
29,de1c28aad Remove files url from example
41,f3b377bd5 reword the triggers only_on documentation
28,a3175259d Update configuration.html.md
16,dcffe56b7 Update CHANGELOG
61,f43cacd36 Merge pull request #9784 from briancain/move-trigger-obj-init
44,092e73d87 (#9775) Move triggers object init in machine
66,7a4150dc3 Use net.exe to fetch SMB shares when Get-SmbShare is not available
49,09be82f1e Merge pull request #9778 from OverByThere/patch-1
47,8c6e574e8 Merge pull request #9777 from rquadling/patch-1
50,2730fe7ec Update script parameter name in option to switchid
38,4b99e5676 Syntax error for running remote script
20,3da8f57d6 Update usage.html.md
22,6152f2aa0 Update version for dev
36,0af7ccd2e Update website vagrant version 2.1.0
14,4eaa045f4 Release v2.1.0
16,f5bb95491 Update CHANGELOG
79,02b9d625d Merge pull request #9759 from StefanScherer/wsl-remove-raise-vboxmanage-missing
16,36622bf93 Update CHANGELOG
51,89d00f420 Merge pull request #9758 from StefanScherer/wsl-rdp
16,d7ccfdd81 Update CHANGELOG
54,40ae8aa38 Merge pull request #9769 from chrisroberts/e-key-perms
16,257c04401 Update CHANGELOG
59,483bcdd51 Merge pull request #9766 from chrisroberts/f-chef-solo-path
55,f0e232d73 Log error and proceed when private key permissions fail
34,8b398b66a Trim drive letter prefix from path
16,c056a86f1 Update CHANGELOG
66,70df6d4b2 Merge pull request #9760 from briancain/continue-on-malformed-json
16,2ab58d736 Update CHANGELOG
55,e1129d27f Merge pull request #9761 from briancain/FIX-DOCKER-EXEC
36,79e535a7e (#9622) Use SafeExec for docker-exec
69,beb08b51a (#7076) Continue on if vagrant fails to parse metadata box for update
28,f14e8bcbf Allow other providers in WSL
16,b0cbac3da Update CHANGELOG
57,fbcd86993 Merge pull request #9737 from chrisroberts/e-hyper-v-addr
16,47ce9a407 Update CHANGELOG
64,bf281a912 Merge pull request #9747 from chrisroberts/e-hyper-v-checkpoints
16,7d752d215 Update CHANGELOG
58,3f3777f03 Merge pull request #9746 from chrisroberts/e-hyper-v-check
17,a01d68b2e Call mstsc in WSL
59,6fc2d9d82 Merge pull request #9754 from briancain/DOCKER-PROV-WINDOWS
34,93356d463 Update rm filters to test for path
52,9f08337ce Ignore errors on neighbor lookup and validate result
16,486bcb4fc Update CHANGELOG
59,3dcc35036 Merge pull request #9696 from D4rkSh1t/fix-rootpath-for-wsl
16,96ffd0c81 Update CHANGELOG
64,39bb589f7 Merge pull request #9739 from chrisroberts/f-midware-invalid-uri
16,2b493460f Update CHANGELOG
57,f2f523997 Merge pull request #9738 from chrisroberts/e-trace-report
46,e47e1df22 Reference Hyper-V switch by ID instead of name
28,a997a27b5 Update Windows Hyper-V check
61,c882d888a Add docker cap to windows to detect daemon and fix whitespace
49,b75732416 Merge pull request #9743 from chrisroberts/f-fout
30,6484f70e1 Remove CSS for FOUT prevention
81,1f25b2cc2 Merge pull request #9736 from briancain/disable-loading-triggers-if-plugin-exists
67,97f5822de Ignore URLs which cannot be parsed in the authentication middleware
51,1ef45d807 Add warning if vagrant-triggers plugin is installed
38,e743fe050 Disable report on exception by default
16,a26d861ae Update CHANGELOG
58,d2ec4d931 Merge pull request #9734 from chrisroberts/f-win-smb-mount
16,1f22d4f72 Update CHANGELOG
53,6fb293736 Merge pull request #9730 from chrisroberts/f-smb-urls
60,7a769a879 Merge pull request #9707 from hashicorp/je.remove-turbolinks
65,d15ff38d5 Check neighbors for valid guest address when default lookup fails
16,2cdbb1eee Update CHANGELOG
63,0b199fe3b Merge pull request #9735 from briancain/suggest-known-providers
63,fd3d78746 (#9717) Improve messaging around not finding requested provider
49,40a1d2faf Default SMB version to 2.0 for linux guest mounts
41,5feb23466 Return original URL value when unmodified
16,2b13a6a60 Update CHANGELOG
54,18f8c305a Merge pull request #9729 from briancain/dont-raise-416
57,67c3f866d (#7886) Add tests and simplify code for continuing on 416
27,f1993dfa1 Fixed minor typo in comment
48,cd3035e5e Issue #7885 Don't raise error if response is 416
16,f8be3cd00 Update CHANGELOG
55,b409f0e20 Merge pull request #9669 from dduponchel/data_bags_path
16,6cd3de657 Update CHANGELOG
63,5643ba0c7 Merge pull request #9713 from briancain/vagrant-triggers-config
31,afc074fb1 Document valid trigger commands
33,a9be56b35 Code updates based on PR feedback
16,b365a585f Update CHANGELOG
55,50445505f Merge pull request #9720 from briancain/puppet-prov-fix
36,c31f87d43 Update website utility version 1.0.1
56,7f004656d (#9718) Properly finalize structured_facts config option
35,9273b5f79 turbolinks and script optimizations
33,1eabd0901 Website updates based on feedback
22,2b68e5ac2 Update version for dev
36,bd586178f Update website vagrant version 2.0.4
34,daffd8720 Use match over match? for Ruby 2.3
14,6a6805f28 Release v2.0.4
48,a1ca29c5e Add warn and info validation translation strings
38,2000a1104 Add tests for powershell run functions
25,bd133e172 Docs updates for triggers
64,e25cb51f1 Properly print warnings on config settings that aren't supported
47,188fd5d6a Split out run methods with Powershell functions
36,12b1a3dfe Update triggers based on code review
26,5e9387dca Add basic triggers example
19,6f2b5a9fa Update trigger docs
42,4e5e4d021 Use args setting for run option in trigger
33,8451cbf85 Move up location of error message
44,c35e0a4f9 Update docs with some basic trigger examples
11,e0806f623 Remove TODO
25,a20404599 Add trigger documentation
23,2dadc0463 Fix trigger doc sidebar
50,0054c5aae Raise error if incomplete trigger block is defined
33,6bf01965d Fix run command for windows hosts
22,a5fe84d64 Fix string translation
42,7cdb32f64 Use inclunde? instead of any? for ruby 2.3
34,e7d07cb11 Add rspec tests for trigger plugin
15,767a31539 Trigger cleanup
63,693eb2fbb Add machine level warning when privileged option is set for run
33,3ad4f576c Add only_on validation for config
22,ca672eb8e Trigger plugin cleanup
26,c83216884 Update trigger config docs
37,6ea781940 Update rspec tests for trigger plugin
48,85dedf25d Ensure that :all triggers don't get filtered out
32,600557ff2 Move strings to translation file
56,a1e4fe441 Align how local provisioner looks with shell provisioner
61,a85705613 Update color for run_remote to match shell provisioner colors
47,8b71c24f9 Match properly on guests with trigger filtering
48,a4faaa1a4 Provision run_remote using the shell provisioner
43,2c30eab72 Don't run local commands as sudo by default
39,fd2878309 Move exception warnings in run function
55,e078767b2 run now supports script files as well as inline scripts
39,8b70abd4d Send the correct config message to warn
24,59965f4fd Properly filter triggers
47,975b8e774 Get basic run triggers executing inline scripts
42,d750169f6 Add some logging around run and run_remote
37,fbad4c749 Add basic spec test for trigger class
25,095328726 Relax only_on rspec tests
63,616b0f9ba Preserve returning environment after machine action gets called
25,48b7c682a Use active machine object
36,93af398f9 Update params for NoStageGiven error
46,bbf4e3c52 Reduce fire trigger methods to a single method
42,eac2fcf71 Filter triggers based on only_on restraint
36,09bb98679 Add basic website pages for triggers
29,6373441ab Ensure guest name is a string
26,76418b9fc Simplify trigger selection
17,0e5cd900f Add missing param
34,1462b3f71 Simplify trigger command filtering
34,372a6a791 Initial trigger plugin scaffolding
33,4ecf68226 Add basic trigger plugin scaffold
36,a5d8cc1ca Update trigger classes with comments
26,e7274f1b6 Improve config rspec tests
36,956ed004b Update trigger config merge function
42,7dae1acd2 Add some "default" options to be validated
35,fc526a164 Add basic create_trigger rspec test
35,e157362ac Add run and run_remote expectations
43,7b1b044e7 Check for default on_error behavior setting
34,abb6d7744 Move location of command validator
56,6cbb5d8e5 Add unit tests for config, fix type change bug with map!
25,3dec6869b Update trigger unit tests
15,42419bbd4 Fix rspec tests
36,d0d69e59c Update return doc string on validate
66,60c4ffa8a Ensure run & run_remote are Hashes before updating to shell config
53,e752878de Update finalize method for run and run_remote objects
24,d3dde739f Update trigger code docs
58,1591ae991 Make run and run_remote settings shell provisioner configs
63,f0ec7c750 Potential solution for trigger validation when guest is defined
12,51e4118cc Debug commit
27,0cbf6970f Update config class setting
51,607368a66 Introduce merge function to preserve internal state
19,d26a925bd Update variable doc
49,5ca1d1ab6 Finalize config in plugins finalize, improve docs
40,b04f13657 Move warning to logger rather than guest
26,a96baad0d Add comments for later dev
59,60ff2489c Display warning if vagrant command for trigger is not found
47,8e72ae5bd Add basic validation for trigger config objects
19,375e8d715 Remove old comments
16,3c5e4b246 Fix variable doc
39,50ecf45d5 Add more doc to create_trigger function
33,c10ae070b Store correct command for trigger
27,e0a5b1d64 Parse block trigger configs
42,6f00eb567 Move trigger options into own plugin class
32,fdf1b5857 Introduce ids for trigger blocks
19,bb2f3b35b Add basic unit test
41,7cccddc00 Add basic scaffolding for command parsing
57,01b904061 Use proper command reference for command whitelist params
34,014272278 Add run and run_remote scaffolding
31,813ffd06e Add more trigger config options
25,a194057fc Add trigger config plugin
16,3a84ae0ec Update CHANGELOG
68,887afcd0b Merge pull request #9705 from jlduran/fix-freebsd-configure-networks
42,53acd2054 Fix network configuration on FreeBSD hosts
58,de7162692 docker: use Kernel.system for docker-exec when -t is given
16,ed0ccd8ca Update CHANGELOG
62,9f29812db Merge pull request #9690 from briancain/expand_nodes_path_chef
56,2a79879a4 Merge pull request #9703 from chrisroberts/f-win-ffi-ext
36,6ae1f4a2f Fix require for ffi-win32-extensions
16,620166ee1 Update CHANGELOG
57,9660951c8 Merge pull request #9490 from jzinn/solo-rb-cookbook-path
41,269645f63 Improve Windows drive letter removal hack
67,134060d57 fix rootpath if the vagrantfile is located under the root directory
16,e6887b830 Update CHANGELOG
50,151095a3e Merge pull request #9420 from ryanwalder/salt-json
58,e8ab85e92 (#9383) File path expand all chef_zero config path options
16,a9c7b3efe Update CHANGELOG
67,42df3e718 Merge pull request #9685 from briancain/improve-hostonly-conf-error
39,4db3d4915 Improve network collision error message
50,9ba44fcec Merge pull request #9545 from hashicorp/je.segment
16,30b77c96c Update CHANGELOG
59,5d7506afe Merge pull request #9676 from chrisroberts/e-win-file-perms
55,2ccfccb70 Merge pull request #9675 from chrisroberts/e-docs-share
16,f83888348 Update CHANGELOG
62,b2db1adb7 Merge pull request #9674 from chrisroberts/f-wsl-version-check
16,71c1e3537 Update CHANGELOG
61,b605da0ef Merge pull request #9673 from chrisroberts/f-win-paths-filter
59,973172077 Update generated ssh private key file permissions on create
57,100976fad Include installation information for vagrant share plugin
16,1fd67b521 Update CHANGELOG
69,f1de9821e Merge pull request #8099 from chrisroberts/windows/shared-folder-path
55,e4399a572 Check Windows installed Vagrant version using --version
55,ddfd86f3d Split with shellwords and quote paths in command filter
16,be1beb80a Update CHANGELOG
91,f636c30aa Merge pull request #9670 from briancain/aloyr-puppet_structured_facts_toyaml_on_provisioner
